"SUBKINGDOM"	"INFRAKINGDOM"	"SUPERPHYLUM"	"PHYLUM"	"SUBPHYLUM"	"INFRAPHYLUM"	"SUPERCLASS"	"CLASS"	"SUBCLASS"	"INFRACLASS"	"SUPERORDER"	"ORDER"	"SUBORDER"	"INFRAORDER"	"SUPERFAMILY"	"FAMILY"	"SUBFAMILY"	"TRIBE"	"SUBTRIBE"	"GENUS"	"SPECIES"	"TAXON"	"taxaname.orig"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"COLEOPTERA"	"POLYPHAGA"	"ELATERIFORMIA"	"BYRRHOIDEA"	"ELMIDAE"	NA	NA	NA	"OULIMNIUS"	NA	"OULIMNIUS"	"OULIMNIUS"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"COLEOPTERA"	"POLYPHAGA"	"ELATERIFORMIA"	"BYRRHOIDEA"	"ELMIDAE"	NA	NA	NA	"STENELMIS"	"STENELMIS.BICARINATA"	"STENELMIS.BICARINATA"	"STENELMIS bicarinata"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"COLEOPTERA"	"POLYPHAGA"	"ELATERIFORMIA"	"BYRRHOIDEA"	"ELMIDAE"	NA	NA	NA	"STENELMIS"	"STENELMIS.CONCINNA"	"STENELMIS.CONCINNA"	"STENELMIS concinna"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"COLEOPTERA"	"POLYPHAGA"	"ELATERIFORMIA"	"BYRRHOIDEA"	"ELMIDAE"	NA	NA	NA	"STENELMIS"	"STENELMIS.CRENATA"	"STENELMIS.CRENATA"	"STENELMIS crenata"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"COLEOPTERA"	"POLYPHAGA"	"ELATERIFORMIA"	"BYRRHOIDEA"	"ELMIDAE"	NA	NA	NA	"STENELMIS"	"STENELMIS.HUMER/SINUATA"	"STENELMIS.HUMER/SINUATA"	"STENELMIS humer/sinuata"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"COLEOPTERA"	"POLYPHAGA"	"ELATERIFORMIA"	"BYRRHOIDEA"	"ELMIDAE"	NA	NA	NA	"STENELMIS"	"STENELMIS.HUMEROSA"	"STENELMIS.HUMEROSA"	"STENELMIS humerosa"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"COLEOPTERA"	"POLYPHAGA"	"ELATERIFORMIA"	"BYRRHOIDEA"	"ELMIDAE"	NA	NA	NA	"STENELMIS"	"STENELMIS.MERA"	"STENELMIS.MERA"	"STENELMIS mera"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"COLEOPTERA"	"POLYPHAGA"	"ELATERIFORMIA"	"BYRRHOIDEA"	"ELMIDAE"	NA	NA	NA	"STENELMIS"	"STENELMIS.SANDERSONI"	"STENELMIS.SANDERSONI"	"STENELMIS sandersoni"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"COLEOPTERA"	"POLYPHAGA"	"ELATERIFORMIA"	"BYRRHOIDEA"	"ELMIDAE"	NA	NA	NA	"STENELMIS"	NA	"STENELMIS"	"STENELMIS"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"COLEOPTERA"	"POLYPHAGA"	"ELATERIFORMIA"	"BYRRHOIDEA"	"PSEPHENIDAE"	"EUBRIINAE"	NA	NA	"ECTOPRIA"	"ECTOPRIA.LEECHI"	"ECTOPRIA.LEECHI"	"ECTOPRIA leechi"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"COLEOPTERA"	"POLYPHAGA"	"ELATERIFORMIA"	"BYRRHOIDEA"	"PSEPHENIDAE"	"EUBRIINAE"	NA	NA	"ECTOPRIA"	"ECTOPRIA.NERVOSA"	"ECTOPRIA.NERVOSA"	"ECTOPRIA nervosa"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"COLEOPTERA"	"POLYPHAGA"	"ELATERIFORMIA"	"BYRRHOIDEA"	"PSEPHENIDAE"	"EUBRIINAE"	NA	NA	"ECTOPRIA"	NA	"ECTOPRIA"	"ECTOPRIA"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"COLEOPTERA"	"POLYPHAGA"	"ELATERIFORMIA"	"BYRRHOIDEA"	"PSEPHENIDAE"	"PSEPHENINAE"	NA	NA	"PSEPHENUS"	"PSEPHENUS.HERRICKI"	"PSEPHENUS.HERRICKI"	"PSEPHENUS herricki"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"COLEOPTERA"	"POLYPHAGA"	"ELATERIFORMIA"	"BYRRHOIDEA"	"PTILODACTYLIDAE"	"ANCHYTARSINAE"	NA	NA	"ANCHYTARSUS"	"ANCHYTARSUS.BICOLOR"	"ANCHYTARSUS.BICOLOR"	"ANCHYTARSUS bicolor"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"COLEOPTERA"	"POLYPHAGA"	"ELATERIFORMIA"	"SCIRTOIDEA"	"SCIRTIDAE"	NA	NA	NA	"CYPHON"	NA	"CYPHON"	"CYPHON"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"COLEOPTERA"	"POLYPHAGA"	"ELATERIFORMIA"	"SCIRTOIDEA"	"SCIRTIDAE"	NA	NA	NA	"SCIRTES"	NA	"SCIRTES"	"SCIRTES"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"COLEOPTERA"	"POLYPHAGA"	"STAPHYLINIFORMIA"	"HYDROPHILOIDEA"	"HELOPHORIDAE"	NA	NA	NA	"HELOPHORUS"	NA	"HELOPHORUS"	"HELOPHORUS"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"COLEOPTERA"	"POLYPHAGA"	"STAPHYLINIFORMIA"	"HYDROPHILOIDEA"	"HYDROCHIDAE"	NA	NA	NA	"HYDROCHUS"	NA	"HYDROCHUS"	"HYDROCHUS"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"COLEOPTERA"	"POLYPHAGA"	"STAPHYLINIFORMIA"	"HYDROPHILOIDEA"	"HYDROPHILIDAE"	"HYDROPHILINAE"	"ANACAENINI"	NA	"ANACAENA"	"ANACAENA.LIMBATA"	"ANACAENA.LIMBATA"	"ANACAENA limbata"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"COLEOPTERA"	"POLYPHAGA"	"STAPHYLINIFORMIA"	"HYDROPHILOIDEA"	"HYDROPHILIDAE"	"HYDROPHILINAE"	"ANACAENINI"	NA	"ANACAENA"	NA	"ANACAENA"	"ANACAENA"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"COLEOPTERA"	"POLYPHAGA"	"STAPHYLINIFORMIA"	"HYDROPHILOIDEA"	"HYDROPHILIDAE"	"HYDROPHILINAE"	"ANACAENINI"	NA	"CRENITIS"	"CRENITIS.DIGESTA"	"CRENITIS.DIGESTA"	"CRENITIS digesta"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"COLEOPTERA"	"POLYPHAGA"	"STAPHYLINIFORMIA"	"HYDROPHILOIDEA"	"HYDROPHILIDAE"	"HYDROPHILINAE"	"ANACAENINI"	NA	"PARACYMUS"	"PARACYMUS.CONFLUENS"	"PARACYMUS.CONFLUENS"	"PARACYMUS confluens"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"COLEOPTERA"	"POLYPHAGA"	"STAPHYLINIFORMIA"	"HYDROPHILOIDEA"	"HYDROPHILIDAE"	"HYDROPHILINAE"	"ANACAENINI"	NA	"PARACYMUS"	"PARACYMUS.SUBCUPREUS"	"PARACYMUS.SUBCUPREUS"	"PARACYMUS subcupreus"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"COLEOPTERA"	"POLYPHAGA"	"STAPHYLINIFORMIA"	"HYDROPHILOIDEA"	"HYDROPHILIDAE"	"HYDROPHILINAE"	"ANACAENINI"	NA	"PARACYMUS"	NA	"PARACYMUS"	"PARACYMUS"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"COLEOPTERA"	"POLYPHAGA"	"STAPHYLINIFORMIA"	"HYDROPHILOIDEA"	"HYDROPHILIDAE"	"HYDROPHILINAE"	"BEROSINI"	NA	"BEROSUS"	NA	"BEROSUS"	"BEROSUS"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"COLEOPTERA"	"POLYPHAGA"	"STAPHYLINIFORMIA"	"HYDROPHILOIDEA"	"HYDROPHILIDAE"	"HYDROPHILINAE"	"HYDROPHILINI"	NA	"CYMBIODYTA"	"CYMBIODYTA.BLANCHARDI"	"CYMBIODYTA.BLANCHARDI"	"CYMBIODYTA blanchardi"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"COLEOPTERA"	"POLYPHAGA"	"STAPHYLINIFORMIA"	"HYDROPHILOIDEA"	"HYDROPHILIDAE"	"HYDROPHILINAE"	"HYDROPHILINI"	NA	"CYMBIODYTA"	"CYMBIODYTA.MINIMA"	"CYMBIODYTA.MINIMA"	"CYMBIODYTA minima"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"COLEOPTERA"	"POLYPHAGA"	"STAPHYLINIFORMIA"	"HYDROPHILOIDEA"	"HYDROPHILIDAE"	"HYDROPHILINAE"	"HYDROPHILINI"	NA	"CYMBIODYTA"	"CYMBIODYTA.VINDICATA"	"CYMBIODYTA.VINDICATA"	"CYMBIODYTA vindicata"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"COLEOPTERA"	"POLYPHAGA"	"STAPHYLINIFORMIA"	"HYDROPHILOIDEA"	"HYDROPHILIDAE"	"HYDROPHILINAE"	"HYDROPHILINI"	NA	"CYMBIODYTA"	NA	"CYMBIODYTA"	"CYMBIODYTA"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"COLEOPTERA"	"POLYPHAGA"	"STAPHYLINIFORMIA"	"HYDROPHILOIDEA"	"HYDROPHILIDAE"	"HYDROPHILINAE"	"HYDROPHILINI"	NA	"ENOCHRUS"	"ENOCHRUS.OCHRACEUS"	"ENOCHRUS.OCHRACEUS"	"ENOCHRUS ochraceus"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"COLEOPTERA"	"POLYPHAGA"	"STAPHYLINIFORMIA"	"HYDROPHILOIDEA"	"HYDROPHILIDAE"	"HYDROPHILINAE"	"HYDROPHILINI"	NA	"ENOCHRUS"	NA	"ENOCHRUS"	"ENOCHRUS"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"COLEOPTERA"	"POLYPHAGA"	"STAPHYLINIFORMIA"	"HYDROPHILOIDEA"	"HYDROPHILIDAE"	"HYDROPHILINAE"	"HYDROPHILINI"	NA	"HYDROBIUS"	"HYDROBIUS.FUSCIPES"	"HYDROBIUS.FUSCIPES"	"HYDROBIUS fuscipes"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"COLEOPTERA"	"POLYPHAGA"	"STAPHYLINIFORMIA"	"HYDROPHILOIDEA"	"HYDROPHILIDAE"	"HYDROPHILINAE"	"HYDROPHILINI"	NA	"HYDROBIUS"	"HYDROBIUS.MELAENUS"	"HYDROBIUS.MELAENUS"	"HYDROBIUS melaenus"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"COLEOPTERA"	"POLYPHAGA"	"STAPHYLINIFORMIA"	"HYDROPHILOIDEA"	"HYDROPHILIDAE"	"HYDROPHILINAE"	"HYDROPHILINI"	NA	"HYDROBIUS"	NA	"HYDROBIUS"	"HYDROBIUS"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"COLEOPTERA"	"POLYPHAGA"	"STAPHYLINIFORMIA"	"HYDROPHILOIDEA"	"HYDROPHILIDAE"	"HYDROPHILINAE"	"HYDROPHILINI"	NA	"TROPISTERNUS"	"TROPISTERNUS.GLABER"	"TROPISTERNUS.GLABER"	"TROPISTERNUS glaber"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"COLEOPTERA"	"POLYPHAGA"	"STAPHYLINIFORMIA"	"HYDROPHILOIDEA"	"HYDROPHILIDAE"	"HYDROPHILINAE"	"HYDROPHILINI"	NA	"TROPISTERNUS"	"TROPISTERNUS.MIXTUS"	"TROPISTERNUS.MIXTUS"	"TROPISTERNUS mixtus"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"COLEOPTERA"	"POLYPHAGA"	"STAPHYLINIFORMIA"	"HYDROPHILOIDEA"	"HYDROPHILIDAE"	"HYDROPHILINAE"	"HYDROPHILINI"	NA	"TROPISTERNUS"	"TROPISTERNUS.NATATOR"	"TROPISTERNUS.NATATOR"	"TROPISTERNUS natator"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"COLEOPTERA"	"POLYPHAGA"	"STAPHYLINIFORMIA"	"HYDROPHILOIDEA"	"HYDROPHILIDAE"	"HYDROPHILINAE"	"HYDROPHILINI"	NA	"TROPISTERNUS"	NA	"TROPISTERNUS"	"TROPISTERNUS"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"COLEOPTERA"	"POLYPHAGA"	"STAPHYLINIFORMIA"	"HYDROPHILOIDEA"	"HYDROPHILIDAE"	"HYDROPHILINAE"	"LACCOBIINI"	NA	"LACCOBIUS"	"LACCOBIUS.REFLEXIPENIS"	"LACCOBIUS.REFLEXIPENIS"	"LACCOBIUS reflexipenis"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"COLEOPTERA"	"POLYPHAGA"	"STAPHYLINIFORMIA"	"HYDROPHILOIDEA"	"HYDROPHILIDAE"	"HYDROPHILINAE"	"LACCOBIINI"	NA	"LACCOBIUS"	NA	"LACCOBIUS"	"LACCOBIUS"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"COLEOPTERA"	"POLYPHAGA"	"STAPHYLINIFORMIA"	"HYDROPHILOIDEA"	"HYDROPHILIDAE"	"HYDROPHILINAE"	"SPERCHOPSINI"	NA	"SPERCHOPSIS"	"SPERCHOPSIS.TESSELLATA"	"SPERCHOPSIS.TESSELLATA"	"SPERCHOPSIS tessellata"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"COLEOPTERA"	"POLYPHAGA"	"STAPHYLINIFORMIA"	"STAPHYLINOIDEA"	"HYDRAENIDAE"	"HYDRAENINAE"	"HYDRAENINI"	NA	"HYDRAENA"	NA	"HYDRAENA"	"HYDRAENA"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"COLEOPTERA"	"POLYPHAGA"	"STAPHYLINIFORMIA"	"STAPHYLINOIDEA"	"HYDRAENIDAE"	"OCHTHEBIINAE"	"OCHTHEBIINI"	"OCHTHEBIINA"	"GYMNOCHTHEBIUS"	NA	"GYMNOCHTHEBIUS"	"GYMNOCHTHEBIUS"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"COLEOPTERA"	"POLYPHAGA"	"STAPHYLINIFORMIA"	"STAPHYLINOIDEA"	"HYDRAENIDAE"	"OCHTHEBIINAE"	"OCHTHEBIINI"	"OCHTHEBIINA"	"OCHTHEBIUS"	NA	"OCHTHEBIUS"	"OCHTHEBIUS"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"BRACHYCERA"	"MUSCOMORPHA"	NA	"EMPIDIDAE"	"CLINOCERINAE"	NA	NA	"CLINOCERA"	NA	"CLINOCERA"	"CLINOCERA"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"BRACHYCERA"	"MUSCOMORPHA"	NA	"EMPIDIDAE"	"CLINOCERINAE"	NA	NA	"ROEDERIODES"	NA	"ROEDERIODES"	"ROEDERIODES"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"BRACHYCERA"	"MUSCOMORPHA"	NA	"EMPIDIDAE"	"CLINOCERINAE"	NA	NA	"WIEDEMANNIA"	NA	"WIEDEMANNIA"	"WIEDEMANNIA"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"BRACHYCERA"	"MUSCOMORPHA"	NA	"EMPIDIDAE"	"HEMERODROMIINAE"	"HEMERODROMIINI"	NA	"CHELIFERA"	NA	"CHELIFERA"	"CHELIFERA"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"BRACHYCERA"	"MUSCOMORPHA"	NA	"EMPIDIDAE"	"HEMERODROMIINAE"	"HEMERODROMIINI"	NA	"HEMERODROMIA"	NA	"HEMERODROMIA"	"HEMERODROMIA"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"BRACHYCERA"	"MUSCOMORPHA"	NA	"EMPIDIDAE"	"HEMERODROMIINAE"	"HEMERODROMIINI"	NA	"NEOPLASTA"	NA	"NEOPLASTA"	"NEOPLASTA"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"BRACHYCERA"	"MUSCOMORPHA"	NA	"EMPIDIDAE"	"OREOGETONINAE"	NA	NA	"OREOGETON"	NA	"OREOGETON"	"OREOGETON"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"BRACHYCERA"	"MUSCOMORPHA"	NA	"EPHYDRIDAE"	NA	NA	NA	NA	NA	"EPHYDRIDAE"	"EPHYDRIDAE"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"BRACHYCERA"	"MUSCOMORPHA"	NA	"MUSCIDAE"	"COENOSIINAE"	"LIMNOPHORINI"	NA	"LIMNOPHORA"	NA	"LIMNOPHORA"	"LIMNOPHORA"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"BRACHYCERA"	"MUSCOMORPHA"	NA	"SYRPHIDAE"	"ERISTALINAE"	"BRACHYOPINI"	NA	"CHRYSOGASTER"	NA	"CHRYSOGASTER"	"CHRYSOGASTER"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"BRACHYCERA"	"STRATIOMYOMORPHA"	NA	"STRATIOMYIDAE"	"NEMOTELINAE"	NA	NA	"NEMOTELUS"	NA	"NEMOTELUS"	"NEMOTELUS"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"BRACHYCERA"	"STRATIOMYOMORPHA"	NA	"STRATIOMYIDAE"	"STRATIOMYINAE"	"STRATIOMYINI"	NA	"ODONTOMYIA"	NA	"ODONTOMYIA"	"ODONTOMYIA"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"BRACHYCERA"	"TABANOMORPHA"	NA	"ATHERICIDAE"	NA	NA	NA	"ATHERIX"	NA	"ATHERIX"	"ATHERIX"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"BRACHYCERA"	"TABANOMORPHA"	NA	"PELECORHYNCHIDAE"	NA	NA	NA	"GLUTOPS"	NA	"GLUTOPS"	"GLUTOPS"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"BRACHYCERA"	"TABANOMORPHA"	NA	"TABANIDAE"	"CHRYSOPSINAE"	"CHRYSOPSINI"	NA	"CHRYSOPS"	NA	"CHRYSOPS"	"CHRYSOPS"
