"","location_id","site_id","bio_sample","turbidity","chloride_mg","tp_ug","tn_mg","alkalinity","sulfate_mg","silt_rating","finesed_perc"
"655",501593,"260700000008","2012.050",0.26,2,6.92,0.15,10,3.66,0,6
"656",501593,"260700000008","2013.036",1.51,1,13.3,0.23,9,2.91,1,2
"657",501595,"261100000027","2012.051",0.2,2,10.8,0.1,13,5.1,2,4
"658",501595,"261100000027","2013.035",0.2,1,13.7,0.11,10.5,4.32,1,2
"659",501599,"280000000002","2008.104",1.05,2.88,8.75,0.19,16,3.53,0,11
"660",501600,"280000000003","2009.061",1.65,2.45,13.6,0.21,17.9,3.13,0,0
"661",501600,"280000000003","2010.070",1.35,1,12.8,0.25,13.3,2.62,0,0
"662",501600,"280000000003","2011.008",NA,2.3,11.5,NA,10.8,NA,0,20
"663",501600,"280000000003","2012.046",1,3,8.8,0.17,17,3.18,1,9
"664",501600,"280000000003","2013.032",1.13,2.83,10.5,0.19,20,2.98,2,2
"665",501600,"280000000003","2014.032",0.76,3.01,9.76,0.22,21,2.71,1,5
"666",501600,"280000000003","2015.078",1.48,2.009,13.9,0.35,11,2.24,1,4
"667",501600,"280000000003","2016.018",1.1,3.66,11,0.22,20,3.32,1,1
"668",501600,"280000000003","2017.055",1.4,2.51,10.2,0.3,15,2.09,0,9
"669",501600,"280000000003","2018.013",2,2.96,9.84,0.22,21,2.5,1,4
"670",501600,"280000000003","2019.049",0,1,14,0.4,11.5,2.199,1,9
"671",501600,"280000000003","2020.075",NA,5.6,8.8,0.19,24.7,2.91,1,2
"672",515738,"280000000212","2017.054",0.7,1,10.3,0.19,16,3.25,2,17
"673",515739,"280100000013","2017.056",0.27,1,11.3,0.25,10,1.52,1,4
"674",501604,"280200000007","2010.069",0.26,1,10.9,0.16,10.5,3.09,1,5
"675",501604,"280200000007","2012.048",0.2,2,5.55,0.05,12,3.71,0,7
"676",501606,"280200000029","2005.050",0.5,1,8.72,0.22,10.1,3.53,1,2
"677",515750,"280200000042","2017.060",0.5,1,9.1,0.21,12,2.88,1,0
"678",501611,"280300000023","2012.047",0.77,2,7.91,0.14,20.5,3.35,0,13
"679",501611,"280300000023","2017.053",2,1,10.2,0.24,20,2.19,2,5
"680",501612,"280300000026","2009.062",1.19,1,16.6,0.27,21.3,3.39,0,21
"681",515749,"280500000045","2017.059",1.1,1,16.7,0.51,7,0.94,1,0
"682",501621,"280600000044","2009.071",0.56,1,8.73,0.15,16,3.18,1,11
"683",521448,"280600000060","2018.011",0.55,1,10.5,0.25,20,2.3,1,2
"684",505157,"280900000031","2012.055",0.2,2,17.6,0.23,38,4.4,2,11
"685",505157,"280900000031","2013.034",0.67,1,17.3,0.24,30.5,3.76,1,6
"686",505157,"280900000031","2018.008",0.74,1,22.2,0.33,34,2.84,1,7
"687",501629,"281000000062","2017.052",3.4,1,8.78,0.29,15,2.69,3,3
"688",501631,"281100000028","2012.052",0.2,2,5.72,0.13,25,4.57,0,1
"689",501632,"281400000015","2012.053",0.87,2,11.1,0.24,15,1.9,2,8
"690",501634,"300000000010","2010.065",0.2,1,6.98,0.17,34.3,4.13,2,0
"691",501634,"300000000010","2012.058",0.2,2,2.5,0.16,33,5,1,1
"692",501634,"300000000010","2017.047",0.21,1,6.6,0.19,32,3.22,3,0
"693",515742,"300300000001","2017.046",2.26,1,11.7,0.29,30,2.66,3,0
"694",515747,"300400000002","2017.048",0.2,1,6.96,0.19,31,3.07,3,0
"695",501636,"310500000001","2003.090",0.9,11.3,11,0.27,32.4,NA,1,10
"696",509735,"320000000400","2014.055",1.87,2.32,11.6,0.24,28,2.76,0,1
"697",522652,"320100000028","2019.039",0.64,2.14,6,0.18,9,1.849,1,0
"698",522651,"320100000070","2019.038",2.54,1,9,0.16,8,1.842,2,15
"699",501637,"320700000005","2009.057",0.2,1,8.05,0.14,46.2,4.34,0,14
"700",522653,"320800000007","2019.041",0.21,1,8,0.18,39,3.141,1,5
"701",501638,"321100000002","2003.089",1,10.2,13,0.48,31.7,NA,2,0
"702",501639,"321700000004","2004.089",0.37,2,26,0.38,13.5,2.49,0,8
"703",509736,"321800000005","2014.056",1.32,1,11.3,0.28,32,3.66,2,2
"704",501640,"350200000017","2019.052",0.8,15,19,0.98,133,11.069,4,8
"705",501641,"350200000023","2004.088",1.04,6.6,25,0.64,98.2,6.6,3,3
"706",501641,"350200000023","2012.054",0.2,13.6,8.24,0.73,141,13.9,NA,NA
"707",501642,"350204000001","2009.051",1.05,22.1,92.4,5.46,211,17.9,4,14
"708",501642,"350204000001","2012.102",0.44,27.1,30.8,1.94,183,24.4,3,4
"709",501642,"350204000001","2014.062",0.79,27.24,38.8,4.83,202,14.53,3,14
"710",501643,"350504030405","2009.055",0.32,1,7.9,0.2,66.4,NA,2,10
"711",501647,"360000000031","2009.059",2.01,32.8,19.4,3.28,175,18,3,15
"712",501648,"360000000048","2009.058",0.48,3.87,8.99,0.57,154,7.93,1,2
"713",501650,"360300000003","2004.086",0.7,16.3,36,1.33,165,14.1,1,13
"714",501650,"360300000003","2006.029",5.3,22.4,212,1.08,165,12.8,4,12
"715",501650,"360300000003","2009.066",1.1,29.2,18.6,1.72,175,14.5,2,0
"716",501650,"360300000003","2010.068",0.33,21.6,18.8,1.98,180,15.2,4,5
"717",501650,"360300000003","2014.060",36.8,29.37,752,5.25,195,13.83,4,6
"718",501650,"360300000003","2015.066",0.71,18.05,25.2,1.28,147,9.28,3,8
"719",501650,"360300000003","2019.047",1.8,42.1,136,2.6,151,18.536,5,12
"720",501652,"360300000014","2004.087",0.28,4.8,12,1.49,161,9.08,2,3
"721",501652,"360300000014","2014.061",0.8,8,12.3,0.85,168,6.29,3,1
"722",509752,"370100000001","2014.057",0.27,48.1,20.1,1.1,176.5,14.1,3,1
"723",509752,"370100000001","2019.036",0,67,18,1.34,147.5,15.824,4,21
"724",522659,"372200000013","2019.055",0,1,8,0.2,65.5,4.381,2,8
"725",509734,"372500000046","2014.054",0.61,1,18.4,0.49,20.5,2.36,2,25
"726",501656,"373100000019","2003.088",0.58,24,9,0.29,48.7,NA,NA,2
"727",522660,"373100000020","2019.056",0.71,11.6,9,0.33,40.5,3.869,1,4
"728",501018,"373100000031","2014.053",0.41,7.82,9.7,0.24,40.5,3.81,1,7
"729",501657,"380000000097","2009.063",1.19,16.9,12.2,0.34,97,7.82,0,15
"730",501657,"380000000097","2019.043",1.71,24.1,11,0.43,115,8.195,1,21
"731",501658,"380000000098","2004.090",0.88,15.3,10,0.28,79.8,6.75,3,11
"732",501658,"380000000098","2009.064",1.19,23.9,9.44,0.38,116,8.04,2,11
"733",501658,"380000000098","2019.044",1.99,23.7,10,0.43,114.5,8.167,3,6
"734",501659,"380000000145","2009.065",0.84,19.7,10.1,0.38,104,8.7,2,13
"735",522666,"380000000213","2019.072",0.66,14.1,5,0.37,97.5,6.915,1,11
"736",501661,"380400000010","2009.047",0.77,8.33,21.5,0.42,141,3.51,2,6
"737",510293,"380500000012","2015.065",2.62,4.64,17.5,0.42,99,4.14,4,23
"738",509739,"380500000016","2014.063",3.72,3.99,14.7,0.29,117,4.19,4,9
"739",510086,"380700000024","2015.070",3.29,6.466,14,0.27,72,3.97,1,12
"740",522671,"380700000030","2019.091",0.3,8.02,12,0.2,77,4.301,4,7
"741",501662,"380700000049","2004.110",0.79,7.2,12,0.19,44.6,5.02,2,5
"742",500987,"380705000013","2009.056",0.85,2.14,14.2,0.2,120,3.8,1,7
"743",500987,"380705000013","2015.068",2.78,2.754,14.5,0.39,72,3.41,1,12
"744",509744,"380717000017","2014.065",0.88,1,18,0.18,75,4.84,4,16
"745",509745,"380722000001","2014.064",0.64,1,22.6,0.5,59,4.33,1,8
"746",509745,"380722000001","2015.067",0.87,1,21.1,0.53,55,4.62,3,10
"747",522654,"380722000005","2019.040",0.81,1,29,0.49,56.5,3.789,4,13
"748",505163,"381310030002","2012.038",0.47,1,7.28,0.45,30,4.66,2,14
"749",505163,"381310030002","2013.012",0.2,1,9.49,0.3,36,5.27,1,6
"750",505165,"381318000005","2012.039",0.29,1,2.5,0.14,38,6.46,2,5
"751",505165,"381318000005","2013.015",0.2,1,7.98,0.2,42,6.57,2,7
"752",505165,"381318000005","2019.037",0.22,1,5,0.17,38,4.98,1,8
"753",501663,"381318000007","2010.066",NA,9.8,NA,NA,38.4,NA,1,8
"754",505168,"381400000006","2009.136",NA,NA,NA,NA,NA,NA,NA,5
"755",501664,"381400000024","2009.135",0.58,4.17,30.3,0.25,91.2,5.15,3,5
"756",501664,"381400000024","2014.067",2.12,3.8,26.3,0.37,86,4.56,3,4
"757",501664,"381400000024","2019.069",0.38,2.53,18,0.27,77.5,4.515,1,9
"758",501665,"381400000035","2009.134",1.24,1,13.5,0.26,80.2,4.08,2,0
"759",509740,"381400000053","2014.066",0.66,1,6.87,0.36,102,3.91,2,2
"760",501666,"381402000030","2009.049",0.97,1,11.8,0.22,90.8,2.78,2,5
"761",509732,"390000000114","2014.048",2.57,7.9,21.3,0.29,100,7.94,4,5
"762",501667,"390000000121","2004.093",2.22,8.3,17,0.37,97.7,7.47,4,0
"763",501667,"390000000121","2009.045",4.33,9.35,23.4,0.24,104,12.1,4,12
"764",522665,"390000000347","2019.071",2.35,3.61,9,0.64,127,6.277,2,10
"765",509733,"390100000001","2014.052",0.53,5.73,21,0.33,125.5,7.6,4,14
"766",509835,"390200000005","2015.086",0.76,5.176,45.5,0.93,78,12.07,NA,NA
"767",509835,"390200000005","2019.050",0.2,3.63,58,0.96,66,10.73,4,29
"768",501670,"390300000018","2009.046",1.39,20.7,14.7,2.64,77,18.9,3,7
"769",501670,"390300000018","2010.072",6.43,14.4,26.4,1.17,65.8,14.5,4,4
"770",501670,"390300000018","2019.051",0.101,21,14,1.85,82,18.325,3,14
"771",501671,"390300000028","2010.073",2.66,9.77,20.1,1.07,55.7,14.1,4,1
"772",505536,"390300000036","2010.074",NA,NA,NA,NA,NA,NA,2,0
"773",501673,"391300000024","2004.095",1.64,2.3,14,0.15,114,4.86,4,5
"774",522662,"391300000025","2019.058",7.8,2.21,30,0.4,101.5,4.973,4,11
"775",522661,"392100000011","2019.057",0.6,1,11,0.27,13.5,2.53,1,1
"776",522657,"394100000044","2019.046",0.23,2.61,7,0.47,112.5,6.163,3,0
"777",501674,"400000000020","2004.135",0.87,9,15,0.52,82.7,8.02,3,2
"778",501674,"400000000020","2009.102",0.98,11,18,0.43,76.8,11.9,2,4
"779",501674,"400000000020","2018.120",1.86,11.7,26.4,0.42,94,19.29,4,0
"780",505177,"400102000012","2011.057",NA,6.19,57.6,NA,96,NA,2,2
"781",505177,"400102000012","2013.129",1.89,9.38,77,1.09,82,5.55,NA,NA
"782",501676,"400200000039","2004.116",0.82,11.1,43,0.83,73.8,2.92,2,13
"783",501676,"400200000039","2011.046",NA,13.3,52.5,NA,70.8,NA,2,9
"784",501676,"400200000039","2013.130",0.94,17.3,42.1,0.68,66,4.26,1,0
"785",501678,"410200000004","2004.144",3.24,17,34,0.33,247,13.9,5,10
"786",501678,"410200000004","2009.124",5.52,18.1,50.3,0.98,196,35.2,5,3
"787",501678,"410200000004","2016.005",7,16.4,91.5,1.16,192,21.85,4,10
"788",521571,"411300000061","2018.099",22.2,20.3,94.8,0.79,151,10.47,5,30
"789",501107,"411300000079","2004.105",18,15.2,79,1.76,140,13.9,5,1
"790",501107,"411300000079","2005.069",48.4,16.1,187,1.7,89.8,30.7,4,0
"791",501107,"411300000079","2007.084",7.95,14.1,59,1.1,80.5,15,4,3
"792",501107,"411300000079","2008.105",7.29,20.8,86.6,1.25,140,18.5,5,0
"793",501682,"411300000094","2004.106",32.6,13.5,79,1.17,135,12.3,5,3
"794",501684,"411300000148","2004.134",1.69,7.3,58,0.7,110,4.81,1,3
"795",501684,"411300000148","2007.086",3.06,8.38,70.2,0.76,99.6,6.17,4,1
"796",501685,"411300000149","2007.085",3.06,8.38,70.2,0.76,99.6,6.17,4,1
"797",501685,"411300000149","2008.106",1.16,12.7,62.1,0.63,118,7.58,3,0
"798",501685,"411300000149","2013.131",12.7,9.61,136,0.99,89,8.73,2,0
"799",501686,"411300000190","2007.087",0.5,2.39,14.2,0.6,42.4,4.29,4,15
"800",501686,"411300000190","2008.107",1.94,4.5,13.6,0.69,107,4.66,2,12
"801",501688,"420000000182","2009.074",1.51,10.1,13.5,0.38,47.4,8.54,3,6
"802",501688,"420000000182","2018.103",3.76,12.5,15.5,0.38,49,7.39,2,0
"803",501690,"420000000268","2009.130",1.26,7.24,15.6,0.28,35.6,6.94,NA,0
"804",501690,"420000000268","2013.093",2.97,7.73,16.4,0.39,35,5.83,3,0
"805",515781,"420000000330","2017.100",2.16,10.7,15.1,0.44,44,6.37,3,2
"806",501691,"420000000333","2004.136",1.16,8.5,12,0.55,42.2,7.7,3,26
"807",501691,"420000000333","2013.090",1.92,8.01,18.5,0.39,35,6.26,3,0
"808",501693,"420000000453","2004.099",1.23,7.1,13,0.37,36.8,6.6,3,4
"809",501693,"420000000453","2009.039",1.25,9.58,14.4,0.3,45.7,7.04,2,5
"810",501693,"420000000453","2013.092",1.17,8.16,12,0.28,36,5.91,3,1
"811",501693,"420000000453","2017.099",1.39,9.85,11.8,0.37,46,6.18,3,0
"812",501694,"420000000468","2009.038",1.48,9.47,14.9,0.28,46.8,6.89,2,15
"813",502596,"420000000483","2013.091",1.58,7.59,12.5,0.23,32,5.55,3,2
"814",523038,"420000000699","2020.060",0,11,11.3,0.21,45.4,7.01,4,3
"815",501696,"420000000716","2004.067",1.1,7,12,0.38,31.9,6.73,1,0
"816",501696,"420000000716","2009.031",1.98,8.86,16.7,0.22,45.2,8.25,3,16
"817",501696,"420000000716","2013.075",1.24,6.35,11.2,0.21,28,5.36,2,0
"818",501697,"420000000726","2009.032",1.79,7.34,16.9,0.28,50.8,8.44,3,9
"819",501697,"420000000726","2013.076",0.96,3.96,13.1,0.2,31,5.36,3,0
"820",501697,"420000000726","2018.140",1.3,4,15.4,0.27,33,5.68,3,1
"821",501699,"420000000731","2009.033",1.95,6.95,17.1,0.28,50.3,8.4,3,6
"822",506487,"420000000802","2013.081",0.77,3.83,9.31,0.2,35.5,4.89,1,1
"823",501704,"422100000008","2004.173",6.4,37.7,147,1.1,228,18,5,1
"824",501704,"422100000008","2007.126",9.22,32.7,105,1.51,142,22.9,4,6
"825",501707,"422700000001","2003.115",13.6,21.1,28,0.84,76.6,13.2,3,11
"826",501707,"422700000001","2004.142",4.12,17.4,16,0.93,74.4,8.98,3,8
"827",502595,"423100000155","2009.068",8.37,13.5,25.3,0.47,78.5,7.11,2,3
"828",501711,"423105000009","2009.069",0.6,6.6,14.8,0.26,69.1,4.66,1,0
"829",501711,"423105000009","2018.123",2.8,8.38,47.8,0.76,45,20.76,4,1
"830",501711,"423105000009","2019.116",1.18,11.7,35,0.51,37,0.657,5,1
"831",501713,"423105060005","2006.147",0.41,16.6,9.62,0.3,68,7.32,2,0
"832",501714,"423105060009","2009.070",1.31,23,13.4,0.49,102,1.9,3,0
"833",501715,"423108000014","2004.083",1.51,3.2,26,0.54,70.8,6.21,2,2
"834",501715,"423108000014","2006.082",0.9,5.47,20.9,0.35,85.7,7.38,NA,1
"835",501715,"423108000014","2018.138",0.52,3.16,21.3,0.24,91,34.6,4,0
"836",501716,"423108000032","2004.084",0.76,3.2,14,0.35,69.2,6.5,2,7
"837",501716,"423108000032","2010.021",1.03,5.01,24.3,0.43,113,6.94,2,12
"838",501717,"423108000036","2007.007",12,5.29,52.1,0.5,89.4,7.44,5,5
"839",501717,"423108000036","2011.054",NA,2.92,6.68,NA,51.3,NA,4,4
"840",501717,"423108000036","2013.070",0.23,4.83,8.29,0.25,65,37.2,2,24
"841",501719,"423108000040","2007.008",9.54,3.41,53,0.93,59.2,5.53,4,6
"842",501719,"423108000040","2010.023",1.27,2.49,13.1,0.32,69.4,3.62,2,1
"843",501719,"423108000040","2011.055",NA,2.32,6.4,NA,45.5,NA,3,0
"844",501719,"423108000040","2013.071",1.05,4.04,7.43,0.2,58,4.19,2,11
"845",506358,"423109000002","2013.069",0.26,9.82,23.3,1.05,75,6.59,3,0
"846",521585,"423109000019","2018.139",0.45,16.4,12,0.24,69,31.27,3,9
"847",506157,"423111000014","2013.046",1.18,2.4,19.6,0.7,51,5.34,2,4
"848",501721,"423111000023","2007.009",0.51,1,12.9,0.64,68.3,7.28,3,4
"849",501722,"423111000024","2007.010",1.14,1,18.1,0.8,63.6,6.77,2,5
"850",501722,"423111000024","2010.024",1.18,2.26,37.3,0.85,69.9,6.52,2,9
"851",501723,"423111000025","2007.011",0.37,1,8.75,0.72,65.5,6.78,2,2
"852",501723,"423111000025","2011.056",NA,1,8.8,NA,55.1,NA,2,9
"853",501724,"423600000009","2004.085",1.45,4.2,19,0.88,59.2,5.66,1,3
"854",501724,"423600000009","2009.043",1.44,8.32,19.8,2.52,101,9.99,3,5
"855",501724,"423600000009","2013.045",1.45,3.3,50,0.8,65,5.29,3,0
"856",501725,"423700000006","2009.042",0.8,3.81,12.4,2.08,86.2,9.28,1,5
"857",521583,"423800000053","2018.128",0.87,5.42,7.57,1.37,36,6.81,1,4
"858",521583,"423800000053","2020.150",0.4,4.8,14.4,0.93,34.3,5.62,2,9
"859",501727,"423800000061","2009.034",0.2,2.63,19.8,1.41,26.2,6.93,1,6
"860",501728,"423804000010","2004.176",0.55,9.2,20,0.91,54.3,7.27,2,2
"861",501730,"423804040020","2004.039",2,2.3,11,0.32,51.8,5.65,0,3
"862",521582,"423805000022","2018.126",2.3,2.51,10.7,0.42,32,5.74,2,22
"863",521579,"424300000005","2018.121",1.61,9.36,29,1.98,138,18.24,4,6
"864",501731,"424300000023","2004.097",1.16,7.6,29,1.38,92.5,12,3,55
"865",501732,"425100000002","2009.040",2.69,12.1,73.1,0.66,77.1,3.79,3,0
"866",501732,"425100000002","2018.115",3.39,9.57,94.6,0.69,57,6.11,5,3
"867",521540,"425300000039","2018.074",0.66,10.7,2.5,0.24,26,5.99,3,6
"868",521541,"425312000009","2018.075",0.62,1,7.35,0.2,17,5.32,1,5
"869",506359,"425321060016","2013.058",0.68,1,7.06,0.16,10.5,3.11,2,1
"870",522737,"425322000009","2019.124",0.5,2.65,7,0.19,8.5,3.914,2,1
"871",515405,"425322000017","2016.029",0.2,1,6.93,0.3,5,4.38,1,2
"872",521546,"425325000001","2018.086",0.43,1,8.63,0.25,20,5.35,1,3
"873",521545,"425326000003","2018.097",0.45,21,7.29,0.16,25,6.17,3,2
"874",521580,"425600000004","2018.122",0.77,12.3,53.5,0.64,75,11.38,5,4
"875",501739,"425600000005","2004.062",1.4,9,60,1.83,56.8,5.72,1,6
"876",501739,"425600000005","2014.110",0.61,14.8,39.3,1.19,87,8.76,4,1
"877",501740,"425600000009","2004.063",0.83,9,46,1.78,55.9,5.47,3,14
"878",501740,"425600000009","2009.035",0.51,14.7,39.4,1.71,87.4,9.43,NA,3
"879",501742,"425600000014","2009.036",0.3,15.1,53.7,2.1,80.3,6.5,2,2
"880",521551,"425900000009","2018.095",1.87,5.48,9.66,0.21,46,5.51,4,3
"881",501745,"426000000002","2004.064",0.55,6.4,14,0.66,50,5.19,3,8
"882",501745,"426000000002","2018.105",3.01,9.76,10.3,0.23,85,10.15,4,0
"883",501749,"426000000012","2014.111",0.46,6.16,9.7,0.19,40,2.91,3,1
"884",501750,"426001000001","2004.098",4.48,15,234,2.02,109,6.54,3,3
"885",501750,"426001000001","2009.037",0.61,9.77,19.6,0.86,112,8.39,3,2
"886",521552,"426400000006","2018.096",0.96,1,7.72,0.17,24,5.25,3,4
"887",501751,"427400000040","2004.069",7.11,9.7,46,0.48,47.9,5.3,3,2
"888",501751,"427400000040","2013.073",3.67,10.4,29.1,0.45,47,5.47,3,3
"889",501752,"427400000066","2004.068",16,10.9,55,0.58,48.3,5.25,5,5
"890",501752,"427400000066","2009.030",17.9,20.7,72.8,0.54,85.3,8.61,4,4
"891",501752,"427400000066","2013.072",4.67,11.3,38.4,0.5,49,4.91,4,0
"892",501753,"427400000097","2009.077",1.99,36.2,28.8,0.79,93.7,13.8,3,2
"893",506360,"427400000098","2013.074",1.84,20.8,29.9,0.61,59,7.56,3,0
"894",506360,"427400000098","2018.098",3.2,31.4,32.8,0.76,96,11.53,4,2
"895",501754,"427410000002","2004.111",1.59,11.5,52,1.15,61.2,8.12,4,2
"896",501754,"427410000002","2018.106",3.1,20.3,34.5,0.74,73,10.59,4,0
"897",501756,"427412000001","2004.112",NA,16.2,NA,NA,44.1,NA,3,4
"898",501756,"427412000001","2009.076",0.96,1,18.1,0.27,57.7,3.64,3,10
"899",522425,"427800000054","2018.142",0,17.9,5.99,0.14,22,5.37,2,0
"900",501758,"427800000058","2004.113",0.25,14.6,6,0.26,23.4,6.63,1,9
"901",501758,"427800000058","2005.117",0.87,15.7,10.4,0.11,27.4,7.47,3,3
"902",501758,"427800000058","2009.078",0.22,16.6,7.62,0.25,24.9,6.59,1,1
"903",501759,"427800000073","2005.118",2.27,7.08,10.6,0.16,24.8,6.57,3,10
"904",501759,"427800000073","2009.079",0.35,7.15,7.55,0.32,24.8,5.67,2,6
"905",505192,"427800000083","2019.123",NA,12.1,9,0.2,28,4.76,2.5,1
"906",501760,"427800000091","2005.119",2.46,2.44,51.4,0.18,22.2,5.87,4,12
"907",501760,"427800000091","2007.096",0.2,3.49,7.42,0.17,23,5.55,4,1
"908",501760,"427800000091","2008.070",3.3,5.58,13.8,0.32,26.2,5.56,5,5
"909",501760,"427800000091","2009.080",0.34,3.04,11.6,0.28,22.8,5.12,3,0
"910",501760,"427800000091","2010.127",0.43,2.28,7.74,0.18,14.2,4.46,1,0
"911",501760,"427800000091","2013.122",0.2,4.53,9.91,0.13,19.5,4.92,2,2
"912",501760,"427800000091","2014.112",0.41,5.86,9.6,0.05,29,5.15,2,0
"913",501762,"427807000012","2012.099",0.47,21.5,2.5,0.18,15,5.08,2,6
"914",506480,"427807000022","2013.077",NA,18.6,NA,NA,31.9,NA,3,16
"915",506482,"427807000024","2013.078",0.41,23.4,6.35,0.25,10,4.63,1,1
"916",506482,"427807000024","2019.125",0.3,40.7,8,0.28,14,4.444,3,4
"917",505199,"427807030001","2012.100",0.62,18.2,2.5,0.13,12.5,4.58,2,6
"918",505199,"427807030001","2013.079",0.63,23,5.44,0.16,13.5,5.63,4,21
"919",501763,"427809000001","2005.120",0.99,89.9,7.57,1.05,45.1,11.6,4,11
"920",501763,"427809000001","2006.148",8.94,14.8,30,0.49,15.8,4.25,4,12
"921",501763,"427809000001","2007.095",0.2,63.2,2.5,1.25,46.8,9.85,4,14
"922",501763,"427809000001","2008.071",0.37,1,2.5,0.32,15.2,5.58,3,15
"923",501764,"427812000002","2005.121",0.29,1,2.5,0.16,11.8,5.43,1,4
"924",501764,"427812000002","2007.097",0.2,1,2.5,0.2,13,5.13,1,1
"925",501764,"427812000002","2008.072",1.22,100,7.71,1.9,43.3,7.74,2,10
"926",501764,"427812000002","2013.123",0.2,1,6.95,0.2,11,4.79,2,1
"927",501765,"428200000011","2004.070",1.5,3.6,39,0.38,41.5,4.54,1,0
"928",501765,"428200000011","2013.080",1.76,3.71,26.5,0.34,42,3.61,1,0
"929",501767,"428300000002","2004.065",1.09,2.8,18,1.11,22.6,8.17,4,19
"930",501767,"428300000002","2013.086",1.61,2.42,13.5,0.74,25,8.82,3,10
"931",501767,"428300000002","2018.083",NA,3.27,22.9,0.51,31,7.6,4,32
"932",501768,"428300000016","2004.066",0.46,1,10,0.24,14.9,5.62,1,7
"933",521544,"428400000003","2018.084",NA,6.28,19.2,0.29,33,6.2,3,9
"934",501771,"428400000021","2009.029",0.59,1,8.19,0.21,20.7,6.7,2,6
"935",501772,"428401000012","2018.085",0.28,1,8.18,0.22,22,6.63,1,6
"936",501776,"428600000002","2004.114",0.93,2.2,8,0.22,25.9,3.03,2,3
"937",510084,"428600000050","2015.064",3.45,1,24,0.49,16.2,2.29,2,4
"938",506361,"429304000018","2013.082",0.66,1,10.8,0.12,16,2.78,2,3
"939",505209,"429306000006","2011.047",NA,1,13.6,NA,115,NA,1,3
"940",501777,"429500000026","2007.017",2.73,1,5.12,0.32,123,14.1,2,7
"941",501778,"429500000039","2009.025",0.97,1,10.2,0.32,137,13.8,2,2
"942",501779,"429500000047","2005.024",0.23,4.8,7.4,0.43,278,29.2,2,5
"943",501781,"429500000049","2007.051",0.35,2.36,8.57,0.46,230,22.1,4,12
"944",501782,"429500000050","2009.026",1.46,3.5,28.6,0.38,276,24.6,3,14
"945",501782,"429500000050","2013.028",0.58,2.82,8.77,0.34,258,24.39,4,5
"946",501783,"429508000003","2007.054",0.34,1,12,0.23,47,5.72,4,0
"947",506162,"429509000003","2007.053",NA,NA,NA,NA,NA,NA,4,6
"948",501786,"429511000004","2007.050",0.2,1,2.5,0.64,281,11.2,4,0
"949",501786,"429511000004","2018.144",0.57,1,10.2,0.51,146,3.49,0,13
"950",501788,"430000000042","2004.154",0.44,128,32,0.51,203,32,4,5
"951",501788,"430000000042","2009.103",0.45,160,24.3,0.41,198,41.2,3,4
"952",501788,"430000000042","2011.062",NA,126,28.4,NA,213,NA,2,0
"953",501788,"430000000042","2016.125",0.22,288,34,1.72,232,33.47,3,1
"954",501789,"430000000047","2003.102",1.3,166,39,0.84,160,56.1,3,3
"955",501789,"430000000047","2004.175",1.1,147,32,0.53,225,41.7,5,8
"956",501793,"430000000075","2011.064",NA,129,15.4,NA,176,NA,2,5
"957",509746,"430000000082","2014.122",0.24,169,37.9,0.48,164,19.62,4,2
"958",509746,"430000000082","2016.126",0.41,366,47.6,1.68,243,43.09,4,9
"959",501797,"430700000002","2008.085",1.4,239,30,0.36,241,29.8,3,5
"960",501799,"440000000007","2004.141",2.03,34.3,22,0.59,186,14.6,3,4
"961",501799,"440000000007","2009.131",1.49,39.8,19,0.32,161,28.3,2,6
"962",501799,"440000000007","2016.130",2.71,136.8,23.3,0.3,184,26.18,4,1
"963",501801,"440000000051","2009.129",0.64,29.7,16.8,0.3,124,19.8,3,2
"964",501802,"440000000087","2006.140",1.04,45.5,14.8,0.43,132,20.3,2,8
"965",500882,"440200000005","2004.140",2.02,51.3,20,0.44,217,22.9,4,2
"966",500882,"440200000005","2009.132",2.52,71.7,13.5,0.17,214,39.2,4,9
"967",500882,"440200000005","2012.104",4.3,64.9,27.1,0.4,165,52.1,3,1
"968",501803,"440200000043","2009.123",1.02,70.2,18.4,0.41,197,36.8,2,2
"969",501803,"440200000043","2011.061",NA,51.6,13.9,NA,187,NA,3,4
"970",501804,"440200000044","2004.139",1.9,70.2,16,0.36,218,24.6,4,13
"971",509750,"440200000048","2014.123",1.6,142,24.4,0.48,222,39.26,4,4
"972",501805,"440200000053","2009.119",2.61,66.2,26.9,0.5,165,35,3,1
"973",501805,"440200000053","2011.060",NA,60,16.2,NA,164,NA,3,2
"974",501805,"440200000053","2012.107",0.76,79.8,20.7,0.41,144,47.8,3,0
"975",501807,"450000000002","2004.117",4.22,24.8,32,0.61,123,6.34,4,0
"976",501807,"450000000002","2009.114",3.17,27.7,37.8,0.6,106,16.8,3,0
"977",501807,"450000000002","2011.041",NA,21.9,37.1,NA,95.8,NA,4,11
"978",501808,"450000000055","2003.082",5.1,52.8,48,0.48,93.7,2.87,3,4
"979",501808,"450000000055","2016.131",1.4,32.4,22.7,0.34,78,13.42,4,0
"980",501810,"460000000157","2007.080",0.72,13.1,8.9,0.24,56.9,7.25,2,6
"981",501810,"460000000157","2013.127",1.41,14.7,12.6,0.33,57.5,7.16,4,0
"982",515782,"460000000180","2018.068",2,14.4,16.8,0.4,50,6.87,3,9
"983",501811,"460000000193","2007.081",0.81,12.9,9.64,0.29,55.7,7.2,2,6
